,Class,Paths,Pixel
57,1,DATA/yes/Y188.jpg,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [252 252 252]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [  0   0   0]
  [  1   1   1]
  [  1   1   1]]]"
45,1,DATA/yes/Y169.jpg,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]"
104,1,DATA/yes/Y40.JPG,"[[[ 34  34  34]
  [ 34  34  34]
  [ 34  34  34]
  ...
  [ 31  31  31]
  [ 31  31  31]
  [ 31  31  31]]

 [[ 31  31  31]
  [ 31  31  31]
  [ 31  31  31]
  ...
  [ 31  31  31]
  [ 31  31  31]
  [ 31  31  31]]

 [[ 31  31  31]
  [ 31  31  31]
  [ 31  31  31]
  ...
  [ 30  30  30]
  [ 30  30  30]
  [ 30  30  30]]

 ...

 [[143 143 143]
  [144 144 144]
  [145 145 145]
  ...
  [ 97  97  97]
  [ 92  92  92]
  [ 91  91  91]]

 [[ 85  85  85]
  [ 73  73  73]
  [ 57  57  57]
  ...
  [184 184 184]
  [161 161 161]
  [128 128 128]]

 [[ 91  91  91]
  [ 70  70  70]
  [ 75  75  75]
  ...
  [ 77  77  77]
  [ 78  78  78]
  [ 81  81  81]]]"
242,0,DATA/no/no 90.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [77 77 77]
  [69 69 69]
  [62 62 62]]

 [[61 61 61]
  [59 59 59]
  [62 62 62]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]]"
202,0,DATA/no/8 no.jpg,"[[[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 [[ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]
  ...
  [ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]]

 [[ 4  4  4]
  [ 4  4  4]
  [ 4  4  4]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]

 ...

 [[65 65 65]
  [53 53 53]
  [49 49 49]
  ...
  [75 75 75]
  [92 92 92]
  [62 62 62]]

 [[16 16 16]
  [17 17 17]
  [52 52 52]
  ...
  [89 89 89]
  [83 83 83]
  [71 71 71]]

 [[60 60 60]
  [57 57 57]
  [65 65 65]
  ...
  [ 3  3  3]
  [ 3  3  3]
  [ 3  3  3]]]"
37,1,DATA/yes/Y161.JPG,"[[[ 31  31  31]
  [ 30  30  30]
  [ 28  28  28]
  ...
  [ 27  27  27]
  [ 26  26  26]
  [ 26  26  26]]

 [[ 27  27  27]
  [ 27  27  27]
  [ 27  27  27]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  2   2   2]
  [  6   6   6]
  [  5   5   5]
  ...
  [  9   9   9]
  [  7   7   7]
  [  6   6   6]]

 ...

 [[ 83  83  83]
  [ 87  87  87]
  [ 89  89  89]
  ...
  [ 76  76  76]
  [ 81  81  81]
  [ 86  86  86]]

 [[ 86  86  86]
  [ 80  80  80]
  [ 76  76  76]
  ...
  [116 116 116]
  [106 106 106]
  [104 104 104]]

 [[100 100 100]
  [ 91  91  91]
  [ 84  84  84]
  ...
  [ 40  40  40]
  [ 43  43  43]
  [ 38  38  38]]]"
113,1,DATA/yes/Y51.jpg,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [206 206 206]
  [203 203 203]
  [199 199 199]]

 [[197 197 197]
  [196 196 196]
  [197 197 197]
  ...
  [181 181 181]
  [189 189 189]
  [195 195 195]]

 [[199 199 199]
  [201 201 201]
  [201 201 201]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]"
106,1,DATA/yes/Y42.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 10  10  10]
  [  9   9   9]
  [  8   8   8]]

 [[  1   1   1]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 70  70  70]
  [ 69  69  69]
  [ 49  49  49]
  ...
  [  3   3   3]
  [  7   7   7]
  [  5   5   5]]

 [[  6   6   6]
  [ 11  11  11]
  [ 25  25  25]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  7   7   7]
  ...
  [131 131 131]
  [127 127 127]
  [123 123 123]]]"
40,1,DATA/yes/Y164.JPG,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[99 99 99]
  [96 96 96]
  [93 93 93]
  ...
  [95 95 95]
  [96 96 96]
  [96 96 96]]

 [[91 91 91]
  [89 89 89]
  [89 89 89]
  ...
  [89 89 89]
  [90 90 90]
  [91 91 91]]

 [[92 92 92]
  [93 93 93]
  [93 93 93]
  ...
  [89 89 89]
  [88 88 88]
  [87 87 87]]]"
237,0,DATA/no/no 6.jpg,"[[[  7   7   7]
  [  7   7   7]
  [  7   7   7]
  ...
  [  8   8   8]
  [  7   7   7]
  [  7   7   7]]

 [[  7   7   7]
  [  7   7   7]
  [  7   7   7]
  ...
  [ 14  14  14]
  [ 19  19  19]
  [ 24  24  24]]

 [[ 25  25  25]
  [ 23  23  23]
  [ 19  19  19]
  ...
  [ 16  16  16]
  [ 17  17  17]
  [ 17  17  17]]

 ...

 [[113 113 113]
  [109 109 109]
  [ 92  92  92]
  ...
  [  6   6   6]
  [ 17  17  17]
  [ 18  18  18]]

 [[ 65  65  65]
  [ 61  61  61]
  [ 23  23  23]
  ...
  [  9   9   9]
  [  2   2   2]
  [ 13  13  13]]

 [[ 20  20  20]
  [ 13  13  13]
  [  9   9   9]
  ...
  [ 88  88  88]
  [ 91  91  91]
  [ 93  93  93]]]"
214,0,DATA/no/N26.JPG,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[252 252 252]
  [242 242 242]
  [210 210 210]
  ...
  [ 88  88  88]
  [ 86  86  86]
  [105 105 105]]

 [[ 99  99  99]
  [ 69  69  69]
  [ 80  80  80]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]"
170,0,DATA/no/24 no.jpg,"[[[  2   2   2]
  [  2   2   2]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[160 160 160]
  [144 144 144]
  [140 140 140]
  ...
  [134 134 134]
  [137 137 137]
  [140 140 140]]

 [[145 145 145]
  [148 148 148]
  [151 151 151]
  ...
  [ 45  45  45]
  [ 45  45  45]
  [ 41  41  41]]

 [[ 42  42  42]
  [ 44  44  44]
  [ 38  38  38]
  ...
  [  0   0   0]
  [  0   0   0]
  [  2   2   2]]]"
20,1,DATA/yes/Y12.jpg,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[  1   1   1]
  [  0   4   1]
  [  0   3   0]
  ...
  [  4   5   1]
  [  0   6  18]
  [ 22  47  53]]

 [[ 73  79  80]
  [109 114 146]
  [158 178 200]
  ...
  [255 255 255]
  [255 252 247]
  [246 246 252]]

 [[251 249 247]
  [248 250 253]
  [255 233 232]
  ...
  [247 245 246]
  [255 248 139]
  [100 130 230]]]"
225,0,DATA/no/No18.jpg,"[[[1.         1.         1.        ]
  [1.         0.01960784 0.01960784]
  [0.01960784 1.         0.03921569]
  ...
  [1.         0.02745098 0.02745098]
  [0.02745098 1.         0.03137255]
  [0.03137255 0.03137255 1.        ]]

 [[0.03529412 0.03529412 0.03529412]
  [1.         0.03137255 0.03137255]
  [0.03137255 1.         0.03137255]
  ...
  [1.         0.02745098 0.02745098]
  [0.02745098 1.         0.02352941]
  [0.02352941 0.02352941 1.        ]]

 [[0.02352941 0.02352941 0.02352941]
  [1.         0.02745098 0.02745098]
  [0.02745098 1.         0.02745098]
  ...
  [1.         0.04313726 0.04313726]
  [0.04313726 1.         0.03921569]
  [0.03921569 0.03921569 1.        ]]

 ...

 [[0.05490196 0.05490196 0.05490196]
  [1.         0.05098039 0.05098039]
  [0.05098039 1.         0.03921569]
  ...
  [1.         0.37254903 0.37254903]
  [0.37254903 1.         0.34901962]
  [0.34901962 0.34901962 1.        ]]

 [[0.3372549  0.3372549  0.3372549 ]
  [1.         0.34901962 0.34901962]
  [0.34901962 1.         0.37254903]
  ...
  [1.         0.13725491 0.13725491]
  [0.13725491 1.         0.11372549]
  [0.11372549 0.11372549 1.        ]]

 [[0.08235294 0.08235294 0.08235294]
  [1.         0.09411765 0.09411765]
  [0.09411765 1.         0.1254902 ]
  ...
  [1.         0.1764706  0.1764706 ]
  [0.1764706  1.         0.16862746]
  [0.16862746 0.16862746 1.        ]]]"
95,1,DATA/yes/Y32.jpg,"[[[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 ...

 [[ 0  0  0]
  [ 0  0  0]
  [ 1  1  1]
  ...
  [60 60 60]
  [58 58 58]
  [56 56 56]]

 [[54 54 54]
  [54 54 54]
  [47 47 47]
  ...
  [ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]]

 [[ 0  0  0]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [74 74 74]
  [75 75 75]
  [75 75 75]]]"
97,1,DATA/yes/Y34.jpg,"[[[101 101 101]
  [ 96  96  96]
  [ 90  90  90]
  ...
  [ 96  96  96]
  [ 96  96  96]
  [ 96  96  96]]

 [[ 96  96  96]
  [ 96  96  96]
  [ 95  95  95]
  ...
  [112 112 112]
  [116 116 116]
  [115 115 115]]

 [[115 115 115]
  [115 115 115]
  [114 114 114]
  ...
  [ 17  17  17]
  [ 17  17  17]
  [ 17  17  17]]

 ...

 [[ 69  69  69]
  [ 70  70  70]
  [ 72  72  72]
  ...
  [118 118 118]
  [117 117 117]
  [121 121 121]]

 [[126 126 126]
  [127 127 127]
  [122 122 122]
  ...
  [128 128 128]
  [124 124 124]
  [116 116 116]]

 [[109 109 109]
  [105 105 105]
  [ 98  98  98]
  ...
  [132 132 132]
  [139 139 139]
  [143 143 143]]]"
240,0,DATA/no/no 89.jpg,"[[[252 252 252]
  [254 254 254]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [254 254 254]
  ...
  [ 31  31  31]
  [ 30  30  30]
  [ 34  34  34]]

 [[ 32  32  32]
  [ 32  32  32]
  [ 32  32  32]
  ...
  [ 33  33  33]
  [ 33  33  33]
  [ 33  33  33]]

 ...

 [[ 89  89  89]
  [ 93  93  93]
  [ 76  76  76]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 31  31  31]
  [ 31  31  31]
  [ 38  38  38]]

 [[ 45  45  45]
  [ 47  47  47]
  [ 51  51  51]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]"
231,0,DATA/no/no 10.jpg,"[[[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 ...

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]

 [[1 1 1]
  [1 1 1]
  [1 1 1]
  ...
  [1 1 1]
  [1 1 1]
  [1 1 1]]]"
223,0,DATA/no/No16.jpg,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [ 30  30  30]
  [ 23  23  23]
  [ 18  18  18]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  0   0   0]
  [  2   2   2]
  [  0   0   0]
  ...
  [ 43  43  43]
  [ 38  38  38]
  [ 44  44  44]]

 [[ 52  52  52]
  [ 56  56  56]
  [ 61  61  61]
  ...
  [  1   1   1]
  [  1   1   1]
  [  0   0   0]]]"
121,1,DATA/yes/Y6.jpg,"[[[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [ 75  75  75]
  [ 80  80  80]
  [ 90  90  90]]

 [[ 97  97  97]
  [102 102 102]
  [101 101 101]
  ...
  [ 91  91  91]
  [ 94  94  94]
  [ 96  96  96]]

 [[ 96  96  96]
  [ 93  93  93]
  [ 91  91  91]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]]"
58,1,DATA/yes/Y19.JPG,"[[[ 25  29  28]
  [  2   6   5]
  [  2   6   5]
  ...
  [  1   5   4]
  [  1   5   4]
  [  1   5   4]]

 [[  1   5   4]
  [  1   5   4]
  [  1   5   4]
  ...
  [  1   5   4]
  [  1   5   4]
  [  1   5   4]]

 [[  1   5   4]
  [  1   5   4]
  [  1   5   4]
  ...
  [  0   6   4]
  [  0   6   4]
  [  0   6   4]]

 ...

 [[ 91  91  91]
  [108 108 108]
  [104 104 104]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  4   4   4]
  [  1   3   2]
  [  2   4   3]
  ...
  [ 78  78  80]
  [ 77  77  79]
  [ 76  76  78]]

 [[ 75  75  77]
  [ 74  74  76]
  [ 72  72  72]
  ...
  [ 89  90  84]
  [ 99 100  94]
  [114 115 107]]]"
249,0,DATA/no/no 97.jpg,"[[[ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]
  ...
  [ 17  17  17]
  [ 16  16  16]
  [ 16  16  16]]

 [[ 18  18  18]
  [ 18  18  18]
  [ 18  18  18]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 17  17  17]]

 [[ 17  17  17]
  [ 17  17  17]
  [ 17  17  17]
  ...
  [ 16  16  16]
  [ 16  16  16]
  [ 16  16  16]]

 ...

 [[ 85  85  85]
  [ 90  90  90]
  [ 95  95  95]
  ...
  [ 18  18  18]
  [ 17  17  17]
  [ 18  18  18]]

 [[ 19  19  19]
  [ 20  20  20]
  [ 21  21  21]
  ...
  [123 123 123]
  [123 123 123]
  [123 123 123]]

 [[123 123 123]
  [124 124 124]
  [124 124 124]
  ...
  [ 99  99  99]
  [102 102 102]
  [106 106 106]]]"
109,1,DATA/yes/Y46.jpg,"[[[ 25  20  17]
  [ 24  19  16]
  [ 23  18  15]
  ...
  [ 32  23  18]
  [ 32  23  18]
  [ 32  23  18]]

 [[ 32  25  19]
  [ 32  25  19]
  [ 32  25  19]
  ...
  [ 25  19  23]
  [ 25  19  23]
  [ 25  19  23]]

 [[ 21  16  22]
  [ 20  15  21]
  [ 20  15  21]
  ...
  [ 28  21  15]
  [ 27  20  14]
  [ 27  20  14]]

 ...

 [[ 38  28  18]
  [ 38  28  18]
  [ 39  29  19]
  ...
  [118 111 105]
  [116 109 103]
  [110 103  97]]

 [[100  93  87]
  [ 88  81  75]
  [ 76  69  63]
  ...
  [ 17  12   9]
  [ 18  13  10]
  [ 18  13  10]]

 [[ 17  12   9]
  [ 16  11   8]
  [ 17  12   9]
  ...
  [ 66  54  40]
  [ 77  65  51]
  [ 77  65  51]]]"
3,1,DATA/yes/Y101.jpg,"[[[254 255 255]
  [253 255 255]
  [255 255 255]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  2   2   2]
  [  2   2   2]
  [  2   2   2]]

 [[  2   2   2]
  [  2   2   2]
  [  2   2   2]
  ...
  [  1   1   1]
  [  1   2   2]
  [  2   2   2]]

 ...

 [[  1   0   3]
  [  2   2   2]
  [  1   1   0]
  ...
  [  2   2   2]
  [  1   0   0]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  1   1   2]
  [  2   1   1]
  [  2   2   1]]

 [[  2   1   1]
  [  1   1   1]
  [  1   1   2]
  ...
  [  1   1   1]
  [  1   1   1]
  [  0   1   1]]]"
71,1,DATA/yes/Y244.JPG,"[[[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]]

 ...

 [[ 1  1  1]
  [ 1  1  1]
  [ 1  1  1]
  ...
  [50 50 50]
  [70 70 70]
  [72 72 72]]

 [[19 19 19]
  [ 1  1  1]
  [ 4  4  4]
  ...
  [42 42 42]
  [41 41 41]
  [40 40 40]]

 [[38 38 38]
  [36 36 36]
  [34 34 34]
  ...
  [31 31 31]
  [27 27 27]
  [26 26 26]]]"
13,1,DATA/yes/Y111.JPG,"[[[ 39  39  39]
  [ 21  21  21]
  [ 30  30  30]
  ...
  [ 27  27  27]
  [ 27  27  27]
  [ 27  27  27]]

 [[ 27  27  27]
  [ 27  27  27]
  [ 27  27  27]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  1   1   1]
  [  1   1   1]
  [  1   1   1]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 93  93  93]
  [ 86  86  86]
  [ 86  86  86]
  ...
  [117 117 117]
  [192 192 192]
  [221 221 221]]

 [[241 241 241]
  [247 247 247]
  [249 249 249]
  ...
  [251 251 251]
  [255 255 255]
  [251 251 251]]

 [[ 23  23  23]
  [  0   0   0]
  [  0   0   0]
  ...
  [254 254 254]
  [255 255 255]
  [255 255 255]]]"
25,1,DATA/yes/Y147.JPG,"[[[ 30  30  30]
  [ 28  28  28]
  [ 29  29  29]
  ...
  [ 59  59  59]
  [ 59  59  59]
  [ 60  60  60]]

 [[ 59  59  59]
  [ 58  58  58]
  [ 58  58  58]
  ...
  [185 185 185]
  [187 187 187]
  [188 188 188]]

 [[189 189 189]
  [188 188 188]
  [187 187 187]
  ...
  [227 227 227]
  [232 232 232]
  [236 236 236]]

 ...

 [[190 190 190]
  [190 190 190]
  [191 191 191]
  ...
  [ 87  87  87]
  [ 83  83  83]
  [102 102 102]]

 [[133 133 133]
  [156 156 156]
  [168 168 168]
  ...
  [173 173 173]
  [177 177 177]
  [182 182 182]]

 [[179 179 179]
  [172 172 172]
  [167 167 167]
  ...
  [165 165 165]
  [171 171 171]
  [177 177 177]]]"
123,1,DATA/yes/Y61.jpg,"[[[  4   4   4]
  [  2   2   2]
  [  3   3   3]
  ...
  [  5   5   5]
  [  4   4   4]
  [  3   3   3]]

 [[  3   3   3]
  [  5   5   5]
  [  6   6   6]
  ...
  [  5   5   5]
  [  6   6   6]
  [  5   5   5]]

 [[  4   4   4]
  [  3   3   3]
  [  3   3   3]
  ...
  [  9   9   9]
  [  6   6   6]
  [  5   5   5]]

 ...

 [[ 66  66  66]
  [ 67  67  67]
  [ 68  68  68]
  ...
  [ 25  25  25]
  [ 23  23  23]
  [ 11  11  11]]

 [[ 36  36  36]
  [100 100 100]
  [138 138 138]
  ...
  [ 83  83  83]
  [ 84  84  84]
  [ 89  89  89]]

 [[ 89  89  89]
  [ 92  92  92]
  [ 93  93  93]
  ...
  [ 75  75  75]
  [ 80  80  80]
  [ 82  82  82]]]"
5,1,DATA/yes/Y103.jpg,"[[[255 255 255]
  [189 189 189]
  [ 58  58  58]
  ...
  [ 17  17  17]
  [ 17  17  17]
  [ 18  18  18]]

 [[ 16  16  16]
  [ 18  18  18]
  [ 19  19  19]
  ...
  [ 24  24  24]
  [ 23  23  23]
  [ 22  22  22]]

 [[ 23  23  23]
  [ 22  22  22]
  [ 21  21  21]
  ...
  [ 20  20  20]
  [ 21  21  21]
  [ 20  20  20]]

 ...

 [[ 95  95  95]
  [ 96  96  96]
  [ 94  94  94]
  ...
  [ 26  26  26]
  [ 30  30  30]
  [ 30  30  30]]

 [[ 30  30  30]
  [ 28  28  28]
  [ 25  25  25]
  ...
  [ 19  19  19]
  [ 20  20  20]
  [ 25  25  25]]

 [[ 23  23  23]
  [ 19  19  19]
  [ 16  16  16]
  ...
  [ 53  53  53]
  [ 56  56  56]
  [ 58  58  58]]]"
41,1,DATA/yes/Y165.JPG,"[[[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [3 3 3]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [5 5 5]
  [5 5 5]
  [5 5 5]]

 ...

 [[1 1 1]
  [2 2 2]
  [2 2 2]
  ...
  [4 4 4]
  [4 4 4]
  [4 4 4]]

 [[5 5 5]
  [5 5 5]
  [6 6 6]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]]"
120,1,DATA/yes/Y59.JPG,"[[[66 61 55]
  [66 61 55]
  [66 61 55]
  ...
  [68 61 55]
  [68 61 55]
  [68 61 55]]

 [[68 61 55]
  [67 60 54]
  [67 60 54]
  ...
  [68 61 55]
  [68 61 55]
  [68 61 55]]

 [[67 60 54]
  [67 60 54]
  [66 59 53]
  ...
  [65 59 47]
  [65 59 47]
  [66 56 54]]

 ...

 [[52 43 38]
  [52 43 38]
  [51 42 37]
  ...
  [44 40 31]
  [44 41 32]
  [46 43 34]]

 [[44 41 34]
  [41 38 31]
  [41 36 30]
  ...
  [63 58 52]
  [63 58 52]
  [63 58 52]]

 [[63 58 52]
  [65 58 52]
  [65 58 52]
  ...
  [65 58 52]
  [64 57 51]
  [64 57 51]]]"
133,1,DATA/yes/Y74.jpg,"[[[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 ...

 [[ 50  50  50]
  [ 52  52  52]
  [ 57  57  57]
  ...
  [  3   3   3]
  [  3   3   3]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [125 125 125]
  [136 136 136]
  [138 138 138]]

 [[147 147 147]
  [160 160 160]
  [179 179 179]
  ...
  [196 196 196]
  [198 198 198]
  [202 202 202]]]"
